text,nama paslon
"Untuk saat ini saya masih pendukung AMIN karena capresnya pak Anies yang sangat cerdas. Di debat cawapres ini, ketiga calon mereka sangat pintar. Para senior Cak Imin dan Prof Mahfud sangat mengetahui kondisi dan permasalahan bangsa ini di tingkat makro. Mas Gibran dengan pemikiran cerdasnya ala anak muda sebagai penggerak di lapangan, jadi mas Gibran sangat baik untuk ekonomi mikro sebagai penggerak. Saya pribadi menilai pada debat cawapres ini Prof Mahfud masih lebih baik dibandingkan kedua lawannya. Disusul cak Imin yang penginnya percepatan, dan mas Gibran sang penggerak lapangan dan anak muda. Khusus mas Gibran memang keren dan inspiratif untuk anak muda. Saya sangat yakin dengan kualitas mas Gibran di pilpres periodeÂ² berikutnya.",mahfud md
kualitas pak mahfud unggul jauh sekali dr lawannya.. cerdas tdk menjatuhkan dan tidak sok pintar...,mahfud md
"Malu saya,  sumpah malu,  selama ini di Medsos anak ini di bunuh karakternya oleh buzer2 tengik,  saya jujur termakan juga,  sempat mempertanyakan kemampuan anak ini,  mampu apa tidak,  ternyata.... <br>Cerdas,  berisi dan berani,  justru di debat ini dua wakil calon lain di kacangin,  mungkin pk Mahfud tdk buruk,  tapi Muhaimin underdog di sini,  untuk Gibran kamu bisa membuktikan,  jujur saya minta maaf sudah ikut mempertanyakan kemampuan anda,  karena masifnya kampanye hitam yg menyerang gibran.",mahfud md
"debat cawapres ini pak mahfud MD lebih mantap dan tenang, terlihat ilmu dari pengalaman beliau selama di pemerintahan. pak imin masih mengambang kurang menguasai kondisi pemerintahan indonesia lebih cerdas pak anis. mas gibran bukan hanya wajahnya, pertanyaan dan pernyataannya sombong meski visinya bagus tapi jawabannya tidak kasih fakta.",mahfud md
Professor Mahfud memang berpengalaman dalam pemerintahan. Saya yakin rakyat cerdas untuk memilih yang berpengalaman karena menangani Indonesia tidak boleh coba2 mesti yg berpengalaman.,mahfud md
"Setelah nonton aku beri nilai cawapres : <br>01. 6<br>02. 9<br>03. 5<br>Alasan : 01. Prof.Mahfud memang sngat cerdas dan pintar dalam mmberi jawaban trkait prtnyaan yg dilempar , beliau juga sangat menguasai materi dalam bidang infrastuktur terutama infrastuktur pembangunan , dan beliau juga menguasai ilmu hukum, tpi untuk jadi cawapres mending beliau diangkat jadi mentri aja untuk membantu tugas presiden dibidang pmbangunan dan penegakan hukum, karena narasi beliau saya nilai kurang begitu bisa diterima krna mengutamakan kesejahteraan masyarakat yg trrjerat pinjol sedangkan kasus tersebut berawal dari masyarakat itu sendiriðŸ˜‚.<br>02. Dari 3 capres memulai sapa dan salam hanya mas gibran yg menyapa seluruh umat beragama dan berkeyakinan di indonesia menjunjung toleransi dan itu jadi point tambahan, selebihnya beliau lugas cerdas diam2 mematahkan semua ekspetasi prediksi dan stigma masyarakat yg menilai hanya bocah ingusan beliau membuktikan kemampuannya dalam menanggapi isu isu yg ada di negeri ini, terutama setiap narasi beliau selalu menyebut untuk merangkul generasi muda untuk berkarya sesuai bidang masing2 pokonya diluar prediksi bmkgðŸ˜­ kereen.<br>03. Semenjak mas gibran menyinggung soal cak imin menghadiri pemotongan tumpeng di IKN dan menyebutnya tidak konsisten saya berhenti untuk mempertimbangkan beliau, seperti tidak memikirkan fakta yg beliau lakukan dan hasilnya malah blunder, kasian pak anisðŸ˜‚ðŸ˜‚",mahfud md
Tidak memihak siapapun tapi Memang cerdas sekali prof mahfud ini jawaban nya selalu tegas,mahfud md
"Dari 3 cawapres.. <br>1. Pak Mahfud Md. Debat berdasarkan pengalaman dan pengetahuan eksekusi lapangan langsung<br>2. Gibran,. Sebagai pemuda cerdas dan sangat luas pengetahuannya, <br>3. Nahhh cak imin ini... Sejauh ini jwabnnya masih berbelit2 tnpa arah dan tujuan yg pasti.. asal pokok yg di ucapkan adalah janji janji dan janjiii saja ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸŽ‰",mahfud md
"<a href=""https://www.youtube.com/watch?v=rq2XUsYbm9U&amp;t=6714"">1:51:54</a> cara bertanya pak giban seperti nguji cerdas cermat.tanya..tanpa memberikan pendahuluan bahasan sebelumnya... Klo pak mahfud ke pak imin selalu membuka pertanyaan dg terlebih dahulu menjelskan fenomena nya dl..jd terbayang apa yg dimaksud..ini baru diskusi... Jd antara yg ditanya dan yg bertanya saling diskusi topik yg sama dan permasalahannya sama..klo gibran soal inflasi green mustinya ngasih fenomena pendahuluan dulu... Jd diskusi namanya..bukan sepeeti ujian tanya jawab atau seperti jebakan sengaja biar yg ditanya ga paham... Bukan diskusi gibran...itu jebakan dan nanti malah solusi yg diharapkan masyarakat malah tdk tersampaikan...antara prof mahfud dan pak imin ini yg namanya diskusi betulan..dan ini yg bagus biar masyarakat jd tau secara gamblang visi misi dan cara penanganan masalah dr kubu mereka .. gibra gibran.ini bukan cerdas cermat... Tp dialog diskusi....",mahfud md
Gibran tuh ijazahnya beneran palsu ya? Kok pertanyaan gajelas semua ;(( kek pertanyaan gue pas sd nanyain definisi semua ;(( cak imin sama pa mahfud jdi magerr bjirr jwbnya ðŸ˜… manusia bisa pura pura nasionalis bisa pura2 merakyat gemoy dll tapi gabisa pura2 cerdass ðŸ«¶ðŸ» AMIN â˜ðŸ»,mahfud md
"10 th gibran .. gibran , tdk melaksanakn apa yg seharus ny di lakukan oleh pemerintah skr sdh carut marut dan skr msh minta di lnjtkn, mimpi ya gibran.keliatan bgt pertanyaan apa jwban ny apa &quot; ngawur &quot; bgt. Gibran ky lagi comedian! Hohoho .. tdk bermutu. Betul tdk ? Anak&quot; muda yg cerdas dn berinteletual. Gmn klo debat di kancah internasional!? Gmn , klo pny pemimpin memakai kata&quot; singkatan . Cak imin dn pak mahfud , pny etika ! Seorg bocoh hny bisa menjwb tnp etika! Pdhal sdh ada aturan oleh moderator jgn menggunakan kt istilah&quot;. Adeuh, masih mau pilih 02. Capres dn cawapres ny tdk bermutu,  gibran ?",mahfud md
"Prof Mahfud saya mengakui anda sangat cerdas namun terkadang apa yang menjadi pertanyaan, anda jawabnya tidak sesuai.. yang ditanya regulasinya, anda jawab cara membuat regulasinya, dimana konteksnya sangat berbeda. Semoga menjadi evaluasi, saya dukung selalu Anies Baswedan",mahfud md
"Sudah pasti GIBRAN YANG TERBAIK, NO JLIMET, NO OBRAL JANJI DAN REALISTIS, No. 2 pilihan orang cerdas,MENANG ! Prof Mahfud msh bermain dengan wacana memberantas korupsi sprt puluhan tahun JANJI MANIS dan nyanyian sorga para politisi laknat yg hanya haus akan kekuasaan. Si Amin terus saja membual dgn janji Manis yg pake logika dan akal sehat sudah paham betul bahwa itu hanya bualan sampah beliau bersama Anis, Maaf jgn baper karna ini ungapan ujur dr hati,.ðŸ˜…ðŸ˜‚",mahfud md
Gus min keliatan agak kebingungan dan tegang walaupun sebnrnya paham ( baiknya dibumbui canda khasnya gus)<br>Mas gibran berusaha tegas dan cerdas meskipun hrs mnjd seseorg ( tetaplah mnjd diri sndr)<br>Pak mahfud lbh santai krn sdh menguasai arena sdh biasa praktek dilapangan ( sang juara didebat x ini tp baikny tetap jd mntri biar keliatan krjny),mahfud md
"Gak masalah sih menurut saya, segala sesuatu bisa berubah, sama kayak gibrankan dia bilang dulu gak mau terjun politik, bapaknya juga bilang gitu tapi nyatanya dia terjun jugaðŸ˜‚ðŸ˜‚. Trus si samsul itu gagasan dia ap sih, rencananya juga trus  substansinya apa coba ?, kalau cuman sekedar menjelaskan siapapun bisa apalagi kalau sudah latihan. Terkesan menyampaikan sebuah hafalan textbook banget, gk ada yang spesial sebenarnya. Cak imin dan prof mahfud punya gagasan, rencana, substantif. Trus pertanyaan2 yang disampaikan samsul itu kayak pertanyaan cerdas cermatðŸ˜‚ dan diperaturan yang masalah sgie, itupun dia nyebut singkatan dan menjabarkan juga baca teks, ternyata juga di peraturan debat kpu menyebut singkatan itu gk boleh loh, apalagi cara baca singkatannya juga salah situ cuman aneh juga kok dibolehkan ya sama kpu ðŸ˜‚, debat capres memang paling top sih menurut gw",mahfud md
"Terlihat samgat jelas yang memiliki IQ dan EQ paling bagus adalah Prof. Mahfud MD.. Jawabannya Substantif, fokus, detail.. Pertanyaan yang disampaikan juga cerdas tidak ada ke arah menyerang paslon lain.. Dan memjawab dengan sangat tenang.. <br><br>Kedewasaan Emosi jelas sekali terlihat.. Bukan cuma masalah usia dan pengalaman ( jam terbang ) tetapi Kesopanan juga terlihat jelas..",mahfud md
Di sini kelihatan Gibran kurang ilmu dan bercakap bohong.. Berbohong tentang solo dan ilmu pajak pun hancur yang dikaitkan dengan kebun bintang.. Terlihat menghafal lucu.. soal nama singkatan sendiri salah.. <br>Prof Mahfud jugalah yang Terbaik sesuai dengan tema dan mampu menjawab dengan betul.. Gaya Gibran yang suka tunduk untuk menghormati untuk menutup kurangnya ilmu dalam politik,mahfud md
"Gibran selalu terbaik. Selalu berwibawa dan menghormati prof Mahfud dan pak Cak imin saat berbicara.. Gibran selalu Menjunjung tinggi toleransi umat beragama, dan siap melnjutkan kesejahteraan rakyat demi Indonesia emas ðŸŽ‰ðŸŽ‰ðŸŽ‰ðŸŽ‰ðŸŽ‰<br><br>Prabowo - Gibran âœŒï¸<br><br>Anak muda hebat dan berwawasan luas",mahfud md
Saya pendukung Prabowo Gibran tapi menurut saya cawapres terbaik adalah Mahfud MD terbaik kedua Gibran klo cak imin terlalu lemah kualitasnya ðŸ˜Š,mahfud md
VISI MISI PAK MAHFUD MD YANG TERBAIK. BERANTAS KORUPSI YANG  PALING URGENT DI NEGARA INI.,mahfud md
"Luar biasa  Gus Imin dan PK Mahfud, mereka orang2 yg sudah matang.....<br>Dan saatnya bangsa indonesia memakan buahnya......<br>Koropsi akan sangat bisa d tekan oleh prof Mahfud<br>Pilihan terbaik yg jelasâ¤",mahfud md
Dgn smua penjelasan saya makin yakin bapak Mahfud md terbaik,mahfud md
Sejauh ini gibran yg terbaik menjawab.. Dan pak mahfud pun jd yg terbaik dalam fase menanggapi jawaban calon cawapresnya..,mahfud md
"Mantapppp,,, Cawapres GIBRAN sudah terbukti.bahkan senior seperti pak Mahfud Sama muhaimin tidak bisa jawab.cara dri omongan aja GIRBRAN sudah terbukti jadi yang terbaik.lanjutkannnn PRABOWO-GIBRAN RI 1 2024",mahfud md
"Bagus Prof Mahfud hajar trus Tuh Anda Sgat bnar Pak mantaap,tapi maaf pak masalahnya bapak masih d partai rezim ini jdi saya tdak dukung bpak lo ya Pak tapi saya salut sangat sama bapak prof berfikir kritis",mahfud md
"Good job Prof Mahfud...berpengalaman,track record yg bagus...debat yg berkualitas dan menjujung etika...â¤â¤â¤",mahfud md
Gua sebagai pendukung Anis Cak Imin tapi setelah menonton debat tadi malam gua menilai bahwa penampilan Prof.Mahfud MD sangat bagus menarik berpengalaman dan bijaksana,mahfud md
"Muhaimin,, klo koruptor cuma di slepet mana kerasa,,, mau saya itu klo korupsi pelakunya di gantung di muka umum, klo sudah meninggal baru di slepet.. <br>Untuk pak Mahfud bagus gagasan nya cuma kurang tepat aja masuk nya ke sarang ba***ng,, <br>Gibaran memang membuat penasaran Karana gagasan nya...",mahfud md
"Sy sebenarnya suka sama pak mahfud, klo mslh pengalaman &amp; cara pak mahfud beri solusi itu sangat bagus dlm memecahkan mslh2 yg ada dlm negara kita, cuman krn pak mahfud ada di partai banteng sy ga respect krn korup itu paling byk dr partai itu pak, sy yakin bpk mahfud tau betul lah org2 partai banteng itu. Klo mslh kehebatan bpk hebat...",mahfud md
"Kesini krn banyak yg memuji gibran di fyp. Setelah nonton full ternyata tdk sebagus itu, malah banyak blundernya mas Gibran tdk substantif dan keluar dari topik, apalagi bbrp narasinya terkesan meremehkan lawannya. Dan dari jawabannya setelah sy googling ternyata ada yg tdk sesuai dataðŸ˜…<br>Pak Mahfud jawabannya aplikatif dan sesuai pengalaman. Gus Imin jawabannya jg banyak gagasan kedepan dan to the point",mahfud md
"Dua calon wakil mahfud dan imin gk konsisten,,dulu mahfud pas jd pmbantu jokowi,waktu di kritik masalah hukum,katanx udah bagus,tp waktu mw nyalon beda lgðŸ˜‚ðŸ˜¢ðŸ˜¢",mahfud md
"ini bagus Bapak Mahfud sama Mas Gibran  keduanya menguasai topik, walau masing masing punya plus minusnya sendiri",mahfud md
"Pertanyaan pak Gibran ke pak Mahfud, pak Mahfud ga bisa jawab krn ga ngerti apa itu. Solusi Carbon capture and storage? Aku pernah dengar soal ini. Cuma mmng ini sih permasalahan tingkat tinggi, yg mana org awam aja ga ngerti (apalg gW, hahaha). Mmng harus sekelas presiden/wakil presiden yg mengerti ini. Pertanyaannya bagus dan kritis ya pak Gibran ðŸ‘lgsg sy Google apa itu Carbon Capture and Storage, wkwkâ€¦ biar gak bodoh2 amat",mahfud md
"Ttg perdagangan<br>Pak Mahfud : sesuai dgn gelarnya yg seorg Prof, jawaban yg bagus tp solusinya msh kurang greget<br>Pak Imin : hanya kritik tp tdk ada solusi<br>Pak Gibran : singkat padat jelas, beri contoh dan solusi<br>Kesimpulanku : pak Mahfud dan pak Gibran sm2 pintar, bagaikan dosen dan mahasiswa yg lg ujian. Tp ternyata si mahasiswa org yg pintar dan bahkan lbh pintar dari dosennya. Hanya utk dosennya lbh senior, lbh pengalaman. Jd jika Prabowo + Gibran terpilih, pak Mahfud ini aset berharga sekali krn dia pintar dan mengerti lapangan",mahfud md
"Sebelumnya ragu sama kemampuan Gibran tapi ternyata disini dia mendominasi.<br>Cak Imin berbelit Belit, pak Mahfud memang lebih bagusnya di urusan hukum.",mahfud md
Menurut saya visi misi yang paling bagus Mahfud md,mahfud md
"Gus imin dan Mahfud md kalian aja yang debat cawapres, lebih bagusss lebih jelass, lebih ingin indonesia berubah jadi lebih baik. Jujur saya cuma nonton Gus imin dan Mahfud md doang di debat ini saluuuttt deehh sama Gus Imin dan mahfud md. Btw saya pilih 01, semangaaattt pak Anies dan Gus imin semoga menaaaang AMIN",mahfud md
"Sabar ya Pak Mahfud, sopan santun itu yang utama. Saya salut dengan sikap Bapak kali ini. Saya takut jika calon wakil presiden saja dipermalukan didepan umum, bagaimana dengan rakyat kecil jika mereka mengeluh mengenai perekonomian mereka? Apa tidak diketawain?<br><br>Menjadi calon wakil presiden bukan cuma membuat singkatan yang susah dipahami oleh orang yang tidak menggeluti profesi tersebut. Namun saya akan memilih calon yang mempunyai etika bagus dan dapat membawa nama baik bangsa Indinesia.",mahfud md
"Gibran petakilan....ðŸ˜‚ Bersebrangan dengan Prabowo.. malah lebih kejam dari anis.<br>Cak imin sudah bagus sih terlihat sekali dia pro wong cilik dan sudah  berusaha keras dalam persiapan.<br>Mahfud MD keren juga main bongkar bongkar padahal dulu melindungi nama baik Jokowi. Jokowi wajib berterima kasih.<br>Kalau tujuan 03 adalah birokrasi anti mafia &quot;tastes&quot; saya dukung.<br>01 pembangunan desa, saya setuju. Asal bukan wisata.<br>02 digitalisasi saya juga dukung. Semua data Keseimbangan ekosistem itu juga bener. Walau agak telat.",mahfud md
Mantap pak mahfud! Puluhan tahun berkarir di bidang hukum dan ga pernah trima suap sekalipun.  Karakter yg bagus punya integritas dan keras.,mahfud md
"Sepertinya prof. Mahfud, bisa gabung dikabinet no2 nantinya, karena bpk bisa ngasih kontribusi n gagasan yng bagus nantinya untuk Indonesia emas.",mahfud md
saya suka pak Mahfud karena membahas korupsi...karena pembangunan program apapun selama ada Koruptor OMONG KOSONG..apa lagi mau dan berani sahkan UU perampasan aset lebih bagus,mahfud md
"Dari kacamata awam aja harus nya paham lah mana yang berkualitas jelas jelas prof mahmud dari segi bicara,menjelaskan nya. <br>Aneh kalo yang bilang gibran yang paling bagus.",mahfud md
"Sangat suka dengan penjelasan penjelasan yang di sampaikan prof mahmud terlihat kalo memang beliau mempunyai kualitas sebagai cawapres. <br>Kalo gibran ya bagus, bukan berarti jelek cuma seperti kontektual, sepeti di hapal kan jauh jauh hari dan tidak memahami betul apa isi yang dia bicara kan.",mahfud md
Salut dgn Gibran dan Mahmud fisinya bagus. ðŸ‘,mahfud md
"Simpati saya, justru lebih bagus jika pak Mahmud MD tdk menjadi cawapres,,,alasannya,jika nanti beliau menjadi cawapres,,maka penegakan hukum yg pernah beliau canangkan,akan terkendala krn pastinya  ada intervensi partai,..jika beliau masuk dalam kabinet sebagai menteri, mlh lbh bagus..mas Gibran,,mantap,,,buktikan jika anak muda itu bisa...",mahfud md
Sy berpendapat ide mas gibran dan prof mahmud bagus .. sama2 dibutuhkan indonesia. Mas gubran mantap dlm debat ini,mahfud md
"Pak Anis hebat.<br>TPI pak Mahfud yg mampu memperbaiki hukum,Indonesia butuh hukum yg kuat biar korupsi gak bisa lagi.di situ akan ada dana dan kekuatan pertahanan yg hebatðŸ˜‚",mahfud md
"Data import yang di berikan pak Mahfud adalah data real bukan narasi, lebih baik menyampaikan data real dari pada janji2 palsu yang membuat rakyat melayang di awan",mahfud md
"Prof mahfud, tolong lah.. anda kan calon wakil presiden. Tolong tunjukkan kemampuan memimpin anda. Kalau buat anda pertanyaan receh.. ya di jawab dengan baik dan berwibawa. Nanti kalau jadi wakil presiden, kalau ada rakyat yang tanya pertanyaan yang menurut anda receh, anda tidak mau jawab? Siapa tau memang rakyat tidak tahu, makanya tanya kan.. masa gitu sikap calon pemimpin",mahfud md
"saya bukan pendukung 03 tapi saya tidak suka prof.mahfud di perlakuan seperti itu, baik cak imin dan prof mahfud benar-benar sudah menunjukan kualitas dan profesionalisme nya",mahfud md
"Debat cawapres ini sangat menggelikan, pk mahfud ternyata yg paham tentang ekonomi Indonesia ke depan, joss tenan, untuk memberi pelajaran bagi dua muridnya ini sebagai guru yg baik, salam waras,",mahfud md
"<b>Pak Mahfud genius sekali, pertanyaan tentang investor IKN tidak mampu dijawab dengan baik oleh mas Gibran. Hanya diaampaikan 2 investor lokal saja dan itu tidak akan mampu menopang kebutuhan biaya pembangunan. Gibran cuma copy paste Jokowi saja</b>",mahfud md
"Ente kan Mentri Mahfud ,,,kebaikan pendapat sampekan dalam forum",mahfud md
"Benar apa yg dikatakan gibran kalo sudah banyak yg berinvestasi di IKN... prof mahfud kok saya jdi semakin ragu ya sama anda... mahfud ini semua org juga sudah tau klo beliau adalah seorang profesor sekaligus mentrinya pak presiden jokowi.... tp kok tidak tahu ya soal dana IKN... kok pengetahuannya masih kalah dgn anak muda yg katanya minim pengetahuan... setelah saya buka google ternyata benar prof klo sudah ada investor asing yg berinvestasi di IKN... ditahun 2023 saja sudah ada 41,4 triliun loh prof yg ikut investasi di IKN... kok prof sebagai menko nya tdak tau ya soal itu... saya jdi meragukan ni sama prof mahfud... Apa sih yg dikerjakan prof selama 4,5thn jdi menko... aparatnya yg tidak mau menuruti perintah bpak biarkan... sudah tau banyak mapia nya bapak tidak bereskan... sudah tau pak jokowi masih mengimpor bahan pangan keluar negri pdhl tau itu sangat merugikan petani, bapak biarkan lalu apa sih krj prof selama 4,5tahun ini... klo gk bisa membereskan itu semua knp prof msih bertahan jdi menko... kesalahan&quot; pemerintah seperti yg sudah prof mahfud utarakan,itu adalah tgg jwb prof sebagai menko... bukannya dibereskan,dan diperbaiki,eh malah menanyakan soal itu kpda gibran...ðŸ¤£ðŸ¤£ lempar batu sembunyi tangan ni prof mahfud... mengkritik semua kebijakan&quot; pemerintah,pdhl anda sendiri msih ada didalam pemerintahan dan punya kewenangan untuk memperbaiki itu semua... <a href=""https://www.youtube.com/watch?v=NbVudON5cDE&amp;t=3641"">1:00:41</a>",mahfud md
"ketiganya keren berusaha menyampaikan apa yg menjadi materi dengan baik tinggal gimana kita masyarakat menerima dan menentukan pilihan, saya tertarik dengan konsistensi pak Mahfud mengakhiri setiap statement dengan kata &#39;selesai&#39; dimenit terakhirðŸ˜ŠðŸ˜Š",mahfud md
"Kan bapak mahfud udah 10thn jadi wakil presiden,bapak sudah tau kelemahan indonesia,yaitu korupisi,,tapi kenapa bapak masih tidak bisa menangani korupsi,apa bapak yang korupsi,selama 10 thn menjabat tapi gak bisa perbaiki korupsi,bapak kerja gak 10 thn ini bapak mahfudddddddd",mahfud md
"Pertanyaan pak Mahfud ke pak Imin (ttg visi pertumbuhan ekonomi 7%) :<br>Pak Imin jawabnya gak nyambung, malah ngambang. Kok ngmngin APBN. Prof Mahfud malah baik hati, dia jg sdri menjawab pertanyaannya dan beri solusi dan contoh konkret yg sdh dia kerjakan.<br>Mmng cocoknya pak Mahfud berdebatnya sm Gibran, krn otaknya selevel. Hanya Gibran lbh pintar, pak Mahfud jg pintar tp kebetulan punya pengalaman byk krn ia adlh senior",mahfud md
"Pak MD Mahfud ini aneh. <br>Pak MD Mahfud anggaplah masih menjabat sebagai Menkopolhukam, dan itu berarti masih menjabat dalam pemerintahan pak Jokowi.  Dan Pak MD Mahfud mengkritik kepemimpinan ,impor mengimpor bahan makan dan korupsi lah dan lain sebagainya kepada Mas Gibran. Seakan-akan mas Gibran yg harus bertanggung jawab atas smua. Emang Gibran salah 1 dari menteri yah? Gibran kan menjabat sebagai walikota.<br><br>Lah, kan anda yang menjabat sebagai menteri dalam masa kepemimpinan pak Jokowi. Kenapa anda malah tanyanya ke mas Gibran. MentangÂ² mas Gibran anaknya pak Jokowi anda seenaknya lampiaskan kinerja kalian yg kurang baik ke mas GibranðŸ˜‚<br>Atau, Anda sedang mengkritik diri sendiri yah pak MD Mahfud ðŸ˜‚",mahfud md
"Gayanya gibran emang mlete sih, cuman dia tidak mengkritisi pemerintahan saat ini. Yang cak imin dan pak mahfud ini bukannya fokus pada gagasan mereka, malah mengkritisi pemerintahan saat ini. Tujuan mereka nyalon ini kan memperbaiki, yah tonjolkan lah gagasan gagasan dari visi misi",mahfud md
"Di debat cawapres sebelumnya sempet galau karna liat Gibran etika &quot;bicara&quot;nya masih baik.. (bukan bahas etika proses pencalonan yaðŸ˜). Tapi setelah lihat debat cawapres yg ini, makin yakin saya pribadi ga milih dia.<br>Bedakan &quot;mengkritik&quot; dengan &quot;julid&quot;. Saya wibu, tp ga ngaruh walau situ pake onepiece &amp; naruto.<br><br>Btw, pak mahfud sendiri menjawab greenflasi dengan jawaban ekonomi hijau sebenarnya sudah sangat nyambung karna namanya bahas inflasi hijau pasti pokoknya di ekonomi hijau. Yg nanya mgkn ga gitu paham dengan pertanyaannya. Pake nyiprat botol plastik pula.. kaya emak2 mulutnya.<br><br>Terima kasih telah meyakinkan saya untuk tidak memilih anda. Kategorinya sisa 2 doang nih, 1 atau 3.. entahlah yg mana. Siapapun yg kepilih moga amanah.",mahfud md
"Prof Mahfud, disini bukan masalah pertanyaan receh atau bukan. Disini ada sebuah makna ,yaitu seorang pemimpin harus bisa merakyat dengan rakyat nya, kalo disini penilaian nya hanya permasalahan receh lali tidak ditanggapi. Nanti kalo jadi pemimpin bagaimana jika ada masyarakat yang ada masalah receh apa mau di abaikan ? Jadi jangan samakan semua orang sama level nya dengan kita. Merakyatlah sebagai seorang pemimpin .",mahfud md
"01 bicara Etik, padahal tim sesnya serang 02 kayak gitu, tumpang tindih Etika apa yg dimaksud. Yg jelas Gus Muhaimin sudah belajar dari kesalahan, lebih siap dimateri gk asal slepet slepet aja ðŸ¤ª. Prof Mahfud fokus pelanggaran hukum, memang sesuai dngan kapabilitas Menkopolhukam, Cuma memang klo dibahas penyelesaian nya susah sih pak, gk cukup waktunya. Mas Gibran good job ulti terus, sayangnya ide smart farmingnya kurang diapresiasi, padahal itu solusi, gunanya 5m anggaran idenya 01 bisa lo di realisasikan disini. Yg pasti okelah debat Cawapres kali ini, lebih baik dan lebik Oke dilihat, daripada debat Capres kemaren, kebanyakan Nyinyir gk jelas bikin ilfeel.",mahfud md
"Begini ya.. kalau mahfud tidak melihat pemerintah melakukan rekomendasi yg dia berikan... Lah selama ini kan kau dipemerintahan,, begitu juga 02 serta 03.. apa yg kau lakukan selama ini.. nihil.. <br>Ikut mengaminkan apa yg dlakukan pemerintah... Kalian yg terlibat di pemerintahan ikut pertanggung jawab atas semua yg terjadi.  Lantar buat apa lagi kau ngubar janji.. perbaiki ini itu.. bukankah kalian selama ini telah diberi kesempatn sebgai pembantu jokowi dipemerintahan...<br><br>Apa kau tidur selama ini bukan melakukan tugas fan fungsimu di pemerintahan..",mahfud md
"Semua cuma retorika, janji manis dan impian belaka, tapi akan bisa lebih baik jika system yg sudah ada di jalankan dan di perbaiki.<br>Kata kunci nya yg bisa membuat berhasil dan lebih maju adalah tegakkan HUKUM yg bisa menjerat KKN dan kriminal lainnya tanpa pandang bulu.<br>Mahfud MD yg lebih disiplin untuk menjalankan tugas untuk menegakkan supremasi hukum yg berkeadilan.",mahfud md
"Kok saya terharu ya, pas sesi terakhir mereka bertiga bergandeng tangan. Attitude mas gibran, bapa mahfud md, dan bapa muhaimin iskandar, sangat patut di acungi jempol, semoga tidak hanya di depan publik saja, dan siapa,pun pemenang,nya nanti, semoga hubungan mereka tetap terjalin  baik. Amin.",mahfud md
Sbnr nya jawaban prof mahfud lbih baik dri smua cawapres<br>Tpi saya lbih mndukung prabowo gibran,mahfud md
"Cak Imin : terlalu iming-iming jadi keliatan masih mentah dan lebih suka merekap yg disampaikan paslon lain<br>Gibran : attitude anak muda to org tua ðŸ‘ðŸ‘, technical analytic jalan dan cukup realitis<br>Mahfud : birokrasi dan teknokrat matang akan jadi sempurna kalo rencana kerja lebih detail disampaikan...overall debat kali ini lebih baik",mahfud md
"Prof Mahfud selalu mengagumkan dalam tiap berbicara, baik di forum maupun di debat Cawapres... Data dan fakta. Semua terkagum dan hening menyimak.",mahfud md
Debat ini sehat saya suka dgn cara bicaranya pak mahfud tegas dn taat aturan semua paslon baik tapi pak mahfud lebih tegas dn lugas ðŸ¤ŸðŸ¤ŸðŸ¤Ÿ,mahfud md
Prof. Mahfudz MD sudah terbukti berani dan tidak lagi janji janji. 2024 tidak untuk bermain-main maka saatnya Orang Baik pilih yag Baik dan Jelas !!!,mahfud md
"Visi Misi :<br>1. Gibran Penjelasannya tepat dan tujuannya jelas. <br>2. Mahfud and Imin, penjelasannya tdk jelas alias ngambang. <br>Awal yang baik Buat Gibran.. <br>Salam dari Timur.",mahfud md
"Bagi saya,hanya ca imin dan Mahmud MD yang lebih  di mengerti dan tau ke adaan Indonesia yang sedang tidak baik baik saja",mahfud md
Alam depat ke empat tgl 21 januari 2024 diantara visi misi yg  bisa di mengerti oleh semua masyarakat banyak hanyalah visi misi pak prof Mahmud MD.yang paling baik.,mahfud md
"Nampak sekali ya 01 dan 03 kompak hajar 02ðŸ˜‚, saran saya pak mahfud mundur dari pemerintahan biar lebih mempertegas tidak suka dengan kinerja pemerintahan skrg, klo 02  jelas mereka melanjutkan 100% dan suka dengan pemerintahan skrg. Klo gak mundur kesannya agak lucu, menjelekan team sendiri di pemerintahan.ðŸ˜…",mahfud md
"Cak imin...misi2 jangan menjelek - jelekan, dan prof.Mahfud menyampaikan misi2 kok bawa CONTEKAN.",mahfud md
"kalau kmaren prabowo panas sm anis, skrng mahfud itu kenapa mukanya ke Gibran kek gt amat? sok senior? gak terima generasi muda jadi puncak politik? basi paaaak... masyarakat tambah gak suka lihat muka bapak kek begitu. tambah hancurlah no.3 ini, dah yg ngusung PDI, rakyat mana ada yg suka sm PDI, kader2nya doank yg takut sm ibu ketum ntah mengapa",mahfud md
"Sehat selalu pak mahfudðŸ™<br>Saya menonton ini sambil makanðŸ˜Šsaya selalu tersedak saat prof berkomentar .tajamnya kalimat2 hasil pengalaman dgn mimik muka datar dan santui dibalut baju garis2 khas madura benar2 membuat saya ngakak sejadi-jadiðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚harapan saya didalam generasi emas yg di sebut2 itu, ada mahfud2 muda yg lahir dari tanah yg sama. Tut wuri handayani prof,luar biasaðŸ‘",mahfud md
Penguasaan materi Pak Mahfud MD sangat memukau,mahfud md
